,Poem ID,Poem Name,Verse,Vazha,Hewitt,Google,Gemini,ChatGPT,Hewitt - Google,Hewitt - Gemini,Hewitt - ChatGPT
41,3,Some Day It Will Happen I Shall Die,2,გულსა და გრძნობას შაურევ ცივის სამარის ქვიშასა…,My heart and feelings I shall intermingle With the sands of my cold grave...,Shaurev heart and feeling On the sand of Civis Samar...,I will mix my heart and feelings With the cold sand of the grave...,My heart and feelings will be buried In the cold grave's sand…,0.4993713,0.810219,0.84759575
42,3,Some Day It Will Happen I Shall Die,3,"ჩემს გულსა დაეხვევიან გაშმაგებულნი ჭიანი,","Frenzied worms Will wrap themselves about my heart,",They will hug my heart crazy worms,"Around my heart will coil Frenzied worms,","My heart will be encircled By frenzied worms,",0.7279941,0.8451635,0.8914738
43,3,Some Day It Will Happen I Shall Die,4,"ვეღარას მიშველს ქვითინით ჩემი ლამაზი თმიანი,","No longer will my beautiful, lush-haired one Be able to succour me with her sobbing;",No one can help me with a receipt my beautiful hair,"My beautiful hair Will no longer be saved by tears,","Nothing will help me anymore With my beautiful hair,",0.36664468,0.7238406,0.5303521
44,3,Some Day It Will Happen I Shall Die,5,ტყუილად აშფოთდებიან ჩემნი წაწალნი იანი.,My friends the violets In vain will be indignant.,"They worry for nothing My friends, Ian.",My swift falcons Will be troubled in vain.,My dear ones will be disturbed In vain.,0.3517753,0.4897069,0.5970014
45,3,Some Day It Will Happen I Shall Die,6,"ამაოდ ჩამოსხდებიან ციდამ ვარსკლავნი ბარადა,",In vain will the stars Descend to earth from the sky.,"They will come down in vain I can fight the cold,","In vain will descend The cold stars in a row,","In vain will the stars Come down from the sky and sit,",0.46234506,0.83469933,0.89997727
46,3,Some Day It Will Happen I Shall Die,7,"ასტეხს გლოვა-ზარს მდინარე, მაღლით მომხტომი ჩქარადა,","A mourning-siren from the river will burst, Swiftly bounding from on high;","The river sounds a mournful cry, the high jumper was in a hurry,","The river will raise a mournful cry, Jumping high and fast,","The river will start tolling With a mourning bell swiftly,",0.6599021,0.7791573,0.75158584
47,3,Some Day It Will Happen I Shall Die,8,"მოსქდება კლდისა ნაპრალი, ჩაიჭედება ჭალადა…",The fissure in the rock will break And embed itself in the gorge...,a crack in the rock The flood will get stuck...,"The rock's crevice will collapse, The meadow will be choked...","The rock's crack will widen, The meadows will be trapped…",0.6111357,0.6362484,0.6699939
48,3,Some Day It Will Happen I Shall Die,9,"ვაჰმე, მათ ვეღარა ვნახავ გადაქცეული მკვდარადა.",Alas! these I shall no longer be able to see Once into a corpse I have turned!,"Wow, I can't see them anymore Turned into a dead man.","Alas, they will no longer see me, Transformed into the dead.","Alas, I will no longer see them Turned into a dead man.",0.5131211,0.6925083,0.60912824
49,4,I Feel Like Singing And I Shall Sing,1,"მემღერება და ვიმღერი, – გულზე მჭირს სამი იარა:",I feel like singing and I shall sing — Three sores pain my heart:,"Sing to me and I will sing, Three things bother me:","I sing and will sing, Three wounds pain my heart:","I feel like singing and I sing, – I bear three wounds on my heart:",0.63954747,0.8292328,0.8877373
50,4,I Feel Like Singing And I Shall Sing,2,"წარსულზე ფიქრი მაწუხებს, აწმყოში არა ყრია-რა","Thinking about the past upsets me, In the present there is no meaning,",thinking about the past bothers me Not in the present,"The past's thoughts torment me, The present holds nothing,","Thoughts of the past trouble me, in the present, there is nothing,",0.8446324,0.7882926,0.8637522
51,4,I Feel Like Singing And I Shall Sing,3,და მომავალის ფიქრებიც არავინ გამიმზიანა!,And my thoughts for the future No-one has made them shine!,And the thoughts of the future Nobody hurt me!,And the future's thoughts No one has revealed to me!,and no one has brightened my thoughts of the future!,0.60789275,0.5959486,0.677858
52,4,I Feel Like Singing And I Shall Sing,4,"ნისლებში გახვეულია, ოდნავა ბჟუტავს ვარსკვლავი,","In mists it is wrapped, Feebly does the star flicker,","shrouded in mists The star twinkles a little,","Shrouded in mist, A star faintly twinkles,","Shrouded in mist, a faint star flickers,",0.75633705,0.72563523,0.74324167
53,4,I Feel Like Singing And I Shall Sing,5,"ვეღარ ვაშორებ თვალებსა, ერთხელ იმისი მნახავი.",No longer can I tear my eyes from it Once having seen it.,I can't take my eyes off I saw it once.,"I can't take my eyes off it, Having seen it once.","I cannot take my eyes off it, having seen it once.",0.6820619,0.7031986,0.7047595
54,4,I Feel Like Singing And I Shall Sing,6,დაჟინებულის მის ცქერით შევიქენ დასაძრახავი.,By stubborn gazing at it I have been turned into an object of reproach.,With his stubbornness I will have to move.,"With persistent gazing, I became blameworthy.",By persistently gazing at it I have become blameworthy.,0.13076736,0.603262,0.72447366
55,4,I Feel Like Singing And I Shall Sing,7,"გულში კი წყლული იზრდება, სულსა მიხუთავს, მაღონებს,","And in my heart an ulcer grows, It confines my soul and saps my strength,","And the ulcer grows in the heart, It closes my soul, makes me tired,","A wound grows in my heart, It suffocates my soul, saddens me,","The wound in my heart grows, it suffocates and grieves my soul,",0.91401434,0.81170225,0.7958399
56,4,I Feel Like Singing And I Shall Sing,8,"სიკვდილი არა მწადიან, თუმც ტანჯვა სიკვდილს მაგონებს,","I have no desire of death, Though my torment makes me think of that,",they don't let me die Although suffering reminds me of death,"I don't desire death, Though suffering reminds me of it,","I do not wish for death, though suffering reminds me of it,",0.6535975,0.88578403,0.7941984
57,4,I Feel Like Singing And I Shall Sing,9,და ჩემი ყოფნა ასეთი საწყალს ამირანს მაგონებს.,And this existence of mine Reminds me of poor Amiran.,And my presence is like that It reminds me of poor Amiran.,And my existence like this Reminds me of poor Amirani.,and my existence in this way reminds me of the wretched Amiran.,0.7804166,0.87103486,0.78578305
58,4,I Feel Like Singing And I Shall Sing,10,"ხმალიც გვერდს უძე, გოშიაც ერთგულადა ჰღრღნის რკინასა;","His sword lies at his side, and his dog Faithfully gnaws at his iron chains;","Put the sword aside, gosh too He was faithful to the iron of Hghrhn;","The sword is far away, the wolf Faithfully gnaws at the iron;","The sword lies at his side, the loyal dog gnaws at the iron;",0.6242464,0.7226276,0.92871296
59,4,I Feel Like Singing And I Shall Sing,11,"არც ხმალი მოდის გმირთანა, ვერც თითონ სწვდება იმასა.",Neither does the sword come near this hero Nor can he himself reach over to it.,"Nor does the sword come to the hero, Not everyone can reach it.","The sword doesn't reach the hero, Nor can he reach it.","neither does the sword come to the hero, nor can he reach it himself.",0.7374913,0.87141955,0.90427125
60,4,I Feel Like Singing And I Shall Sing,12,"გაღრღნილი ჯაჭვიც მთელია, ჰხედავს, მეორე დილასა;","The gnawed-through chain is whole again, He sees it so every morning;","The worn chain is also whole, He sees it, the next morning;","The gnawed chain remains whole, He sees, on the next morning;","The gnawed chain remains whole, he sees it the next morning;",0.81677127,0.87075937,0.8560123
61,4,I Feel Like Singing And I Shall Sing,13,სწვავს ტანჯვა-ვაების ცეცხლი პატრონს და იმის ფინასა:,The fire of torment and misery burn Both master and his abode;,The fire of woe burns To the owner and to the financier:,The fire of suffering and sorrow burns The master and his steed:,the fire of suffering and misery burns the master and his dog:,0.5766376,0.83319944,0.8619031
62,4,I Feel Like Singing And I Shall Sing,14,მომავლის სხივი აქარვებს გმირის ოხვრას და გმინვასა.,The ray of what’s to come dissipates The hero’s sighs and groans.,The ray of the future fades away To hate and hate the hero.,The beam of the future soothes The hero's sighs and moans.,the light of the future dispels the hero's sighs and groans.,0.65940106,0.7193115,0.8296294
63,5,Voice From The Grave,1,"ხმალი გალესე, ძმობილო, მტერი გადმოდგა მთაზედა:","Sharpen your sword, little brother, The enemy has taken up position on the mountain;","Draw your sword, brother The enemy came down from the mountain:","Sharpen your sword, my brother, The enemy descends from the mountain:","Sharpen your sword, my friend, the enemy has crossed the mountain:",0.84690905,0.8989217,0.9045371
64,5,Voice From The Grave,2,"აგვიოხრებენ ქვეყანას, დაგვეცემიან თავზედა.","They will lay waste our land, They will fall upon us.",They will give us the country They will hit us on the head.,"They will ravage our land, They will fall upon our heads.","they will ravage our land, they will fall upon us.",0.6007665,0.9116306,0.93057734
65,5,Voice From The Grave,3,"გალესე, ისე გალესე, პირს იკიდებდეს თმაზედა.","Sharpen it, so sharpen it That it suspend its blade on a hair.","Fuck it, fuck it Let the hair hang over the mouth.","Sharpen it, sharpen it so well, That it cuts through hair.","Sharpen it, sharpen it well, so it cuts through hair.",0.46397215,0.8745713,0.88149405
66,5,Voice From The Grave,4,"მადლია, კიდევ ეღირსოს გორდას მტრის სისხლი ფხაზედა!","If grace there be, the short sword will again Be worthy of the enemy’s blood on its edge!",It is a grace to be worth it The blood of Gorda's enemy was spilled!,May it be blessed to taste again The enemy's blood on its blade!,It is a blessing if Gorda again feels the enemy's blood on its edge!,0.5817988,0.70701027,0.5084555
67,5,Voice From The Grave,5,"აგერ მოდიან წყეულნი მწყობრად, უშიშრად გზაზედა.","Here they come, the cursed ones, In ranks, fearless along the road.","The damned are coming He was on the road in an orderly, fearless manner.","Here they come, the cursed ones, In formation, fearless on the road.","Here they come, the cursed ones in formation, fearlessly on the road.",0.54162014,0.87962914,0.85325074
68,5,Voice From The Grave,6,"საცაა, თოფი იჭექებს, კვამლი შაჯდება კვამლზედა…","Very soon guns will thunder, Smoke will settle on smoke...","Alas, the gun jams Smoke rises on top of smoke...","Soon, the gun will roar, Smoke will settle upon smoke...","Soon, the guns will thunder, smoke will rise upon smoke...",0.6039519,0.91760874,0.9515092
69,5,Voice From The Grave,7,"აგვიოხრებენ ქვეყანას, დას ატირებენ ძმაზედა!..","They will devastate our land, They will set sister crying over brother!...",They will give us the country Sister cries over brother!..,"They will ravage our land, Make sisters mourn their brothers!..","they will ravage our land, and make sisters weep for brothers!",0.5216682,0.9594222,0.93745065
70,5,Voice From The Grave,8,"გალესე, კარგად გალესე, არ ილეოდეს ძვალზედა.","Sharpen it, sharpen it well, Let it not be blunted on bone.","fuck, fuck well Do not rub on the bone.","Sharpen it, sharpen it well, Let it not slip on bone.","Sharpen it, sharpen it well, so it doesn't wear out on bones.",0.47177643,0.965893,0.89848506
71,5,Voice From The Grave,9,უფლის კურთხევა ანთია სამშობლოს მცველის ფარზედა…,The blessing of the Lord is lit On the shield of the motherland’s defender...,The Lord's blessing is kindled The veil of the defender of the motherland...,The Lord's blessing shines On the defender's shield...,The blessing of the Lord shines on the shield of the homeland's defender...,0.84293747,0.7734103,0.86535037
72,5,Voice From The Grave,10,თამარ-დედოფლის ნაკოცნი ბეჭდად უსვია ხმალზედა.,The kiss of Queen Tamar Is imprinted on his sword as a seal.,Tamar-queen's kiss It is worn as a ring on the sword.,Queen Tamar's kiss Is imprinted on the sword.,The kiss of Queen Tamar is marked as a seal on the sword.,0.7091401,0.89201033,0.935753
73,5,Voice From The Grave,11,"მხნედ იყავ, ძმაო, ნუ ჰკრთები, ნეტავ ყოყმანობ რაზედა?","Be bold, brother, do not waver, What, pray, makes you hesitate?","Be strong, brother, don't be discouraged. Do you hesitate about it?","Be brave, brother, don't fear, Why hesitate?","Be brave, brother, do not tremble, why do you hesitate?",0.6834713,0.7689971,0.8310034
74,5,Voice From The Grave,12,ერთხელ სჯობია სიკვდილი შავს ყოფნას ქვეყანაზედა!,A sudden death is preferable To a bleak existence on earth!,Better to die once Black presence in the country!,It's better to die once Than to live in shame on this earth!,It is better to die once than to live in darkness on earth!,0.42547488,0.57507646,0.63732904
75,5,Voice From The Grave,13,"გული მეც მერჯის და რა ვქნა! ვარ ცარიელი ძვალები,","My heart too is surging, but what can I do? I am just insubstantial bones,",My heart also melts and what can I do! I'm bare bones,"My heart yearns too, but what can I do! I am but empty bones,","My heart urges me, what can I do! I am but empty bones,",0.60951924,0.6668138,0.7827271
76,5,Voice From The Grave,14,"მიწისგან შებოჭილი მაქვს ღონე-მიხდილი მკლავები,","By the earth I have my arms Held firm, now bereft of strength,",I am tied to the ground arms straining,"My strength-drained arms Are bound by the earth,","my arms are weak and bound by the earth,",0.60883534,0.7330054,0.8245986
77,5,Voice From The Grave,15,"სული ღმერთთანა, – იქ, სადაც ბრწყინვენ ციური ძალები.","My soul is with God — there, where The heavenly powers shine.","The soul is with God, where The celestial powers shine.","My soul is with God, there, where Heavenly powers shine.","my soul is with God, – where the celestial powers shine.",0.8130659,0.9609119,0.92621076
78,5,Voice From The Grave,16,"ხსოვნა-კი ჩემის ქვეყნისა აქვე, ჩემთანა ჰმარხია.","But remembrance of my country Lies buried right here beside me,","The memory belongs to my country Here, it is with me.","But the memory of my country Is buried here, with me.",The memory of my country is buried here with me.,0.72012615,0.9007731,0.88723063
79,5,Voice From The Grave,17,მუდამ თვალებ-წინ მიელავს ჩემის სამშობლოს სახეა.,Constantly before my eyes is flashing The image of my motherland.,It is always in front of my eyes It is the face of my homeland.,The face of my homeland Is always before my eyes.,The image of my homeland always glitters before my eyes.,0.7942538,0.7433412,0.71345806
80,5,Voice From The Grave,18,არ დაივიწყებს ივერთა თქვენი პატარა კახია.,Forgotten the Iberians will never be By this your small citizen of K’axeti.,Iverta will not forget Your little kakhia.,The people of Iberia will not forget Your little Kakheti.,Iberians will never forget your little Kakheti.,0.3530476,0.6747389,0.765873
81,6,That In Truth Is Not Manliness,1,"ის-კი არ არი ბიჭობა, რო გამაგრებდენ, ჰმაგრობდე.",That in truth is not manliness When someone eggs you on and makes you brash.,"He is not a boy If you are strong, be strong.","It's not manhood, To be strong and brave.","It's not manliness, To boast if they make you strong.",0.24203792,0.58825195,0.6318506
82,6,That In Truth Is Not Manliness,2,"ბიჭს მაშინ დაგიძახებდი, თავისთავადა ჰვარგობდე.",A man would I call you only if Of your own inclination you shew your worth.,I would call you a boy then It is self-evident.,"I'd call you a man, If you could stand on your own.","I would call you a man, If you were good by nature.",0.5047917,0.6310284,0.67784834
