,Prose ID,Prose Name,Verse,Vazha,Hewitt,Google,Gemini,ChatGPT,Hewitt - Google,Hewitt - Gemini,Hewitt - ChatGPT
10,21,Violet,11,"დილას ერთმა „წიფლის-ჩიტამ“ ჩემს ახლოს იგალობა, ლამაზი რამ იყო, – ყელწითელი, ღაბუა; იმასაც ჩემსავით თავი მოსწონდა, იხედებოდა გულზედ და მხრებზედ; ყველას მოსწონს თავი, ყველას უხარიან სიცოცხლე, ყველას უყვარს ბუნება.","This morning a beech-warbler sang away close by me — it was a thing of beauty, red-necked and fluffy-chested; it too, just like me, took pride in itself as it looked over its breast and shoulders; everything takes pride in itself, everything enjoys life, everything loves nature.","In the morning, a ""beech-cheetah"" chirped near me, it was a beautiful thing, red-throated, gabua; Like me, he liked himself, looked at his heart and shoulders; Everyone likes themselves, everyone enjoys life, everyone loves nature.","In the morning, a ""beech bird"" sang near me, it was a beautiful thing - red-throated, colorful; he also liked himself like me, he looked at his heart and shoulders; Everyone likes themselves, everyone is happy with life, everyone loves nature.","This morning, a ""beech-bird"" sang near me, it was beautiful – red-throated, chirping; it too, like me, admired itself, looking at its chest and shoulders; everyone admires themselves, everyone rejoices in life, everyone loves nature.",,,
11,21,Violet,12,გუშინ ცამ იჭექა.,Yesterday there was thunder in the heavens.,The sky was thundering yesterday.,Yesterday the sky thundered.,Yesterday the sky thundered.,,,
12,21,Violet,13,ჭექა-ქუხილი ჩვენ არ გვაშინებს: ქუხილი წვიმის მომასწავებელია და წვიმა ხომ ძუძუს გვაწოვებს დედამიწის გულზე.,"But thunder and lightning cause us no fear — thunder portends rain, and rain, after all, gives us suck at the breast of Mother Earth.","The thunder does not frighten us: the thunder brings rain, and the rain suckles us at the heart of the earth.","Thunder does not scare us: thunder is a harbinger of rain, and rain suckles us on the breast of the earth.","Thunder and lightning do not frighten us: thunder heralds rain, and rain nurses us on the heart of the earth.",,,
13,21,Violet,14,"მზე – მამაა, ზევიდამ დაგვყურებს და გვეალერსება, თვალ-ყურს გვადევნებს.","The sun is a father who looks down on us from above, caresses us and keeps a watchful eye over us.","The sun is our father, he always looks at us and cares for us, he watches over us.","The sun - the father, looks at us from above and caresses us, keeps an eye on us.","The sun is our father, watching over us from above, caressing us, keeping an eye on us.",,,
14,21,Violet,15,"წვიმის მოსვლა მცენარეთ უხარიანთ, – უხარიანთ, ყელამდის სიხარულით მოიყარნენ; ეხლა ისინი ახალს კაბებს და ქათიბებს ჩაიცმენ.",Plants rejoice at the coming of rain — they rejoice and are full to overflowing with joy. Shortly they’ll be donning new dresses and jackets.,"They are happy about the arrival of rain with plants, - they are happy, they gathered in the joy of Kelamdi; Now they will wear new dresses and khatibs.","The arrival of rain makes the plants happy - they are happy, they are filled with joy up to their necks. Now they will put on new dresses and veils.","The arrival of rain is a joy for plants – they rejoice, their happiness reaching up to their necks. Now they will don new dresses and finery.",,,
15,21,Violet,16,"აი ეს ორი დღეა, რაც ჩემი დობილი სასუტელაც ამოჩნდა; უხარიან, უხარიან საცოდავს, სულ თავს იქნევს დაბლა და მაღლა, უკრავს თავს დედამიწას, მზის სინათლეს, მეჩურჩულება, ზღაპრებს მიამბობს სიცოცხლეზე, სიყვარულზე; ხანდახან კიდეც გაიკასკასებს, გადმამეხვევა და მაკოცებს.","Look, it’s two days since my companion, the foxglove, sprang up; she rejoices, she rejoices, poor thing, forever shaking her head now way down low, now way up high, now bowing to the earth, now saluting the sunshine; she whispers to me and tells me tales about life and love. Now and again she’ll even let forth a peel of laughter, embrace me and kiss me.","It's been two days since my daughter Sasutela appeared; Rejoicing, rejoicing, the poor man keeps shaking his head up and down, playing with the earth, the sunlight, whispering to me, telling me tales about life and love; Sometimes he even giggles, hugs me and kisses me.","These two days, my friend Sasutela also appeared; happy, happy poor thing, keeps shaking his head up and down, beats the earth, the sunlight, whispers to me, tells fairy tales about life, love; sometimes he even giggles, hugs me and kisses me.","It has been two days since my dear friend, the daisy, appeared; poor thing, it is so happy, always nodding its head up and down, bowing to the earth and the sunlight, whispering to me, telling me stories about life and love; sometimes it even dances, embraces me, and kisses me.",,,
16,21,Violet,17,გუშინ დილით მე და ჩემმა დობილმა ორივემ ვიტირეთ.,"Yesterday morning both of us, my companion and I, wept.",Yesterday morning my Dobil and I both cried.,Yesterday morning me and my friend both cried.,"Yesterday morning, both my friend and I cried.",,,
17,21,Violet,18,რა შეუბრალებელია კაცი?!,How pitiless is man?!,How unforgiving is a man?!,How merciless is man?!,How pitiless is man?!,,,
18,21,Violet,19,"რასაც კი დაინახავს, უნდა რომ თავის სასარგებლოდ მოიხმაროს.","Whatever he sees, he wants to use for his own advantage.","Whatever he sees, he wants to use it for his own benefit.","Whatever he sees, he wants to use it for his own benefit.","Whatever he sees, he wants to use for his own benefit.",,,
19,21,Violet,20,ალბად ვერ აფასებს ჩვენს სილამაზეს!,Probably he can’t properly evaluate our beauty!,Maybe he can't appreciate our beauty!,He probably doesn't appreciate our beauty!,Perhaps he does not appreciate our beauty!,,,
20,21,Violet,21,"ჩვენ წინ კაცმა გამოიარა, ცალს მხარზედ ცული ედო, მეორეზედ თოფი ეკიდა.","In front of us there passed a man — on one shoulder lay an axe, over the other hung a rifle.",A man walked in front of us with an ax on one shoulder and a rifle on the other.,"A man passed in front of us, carrying an ax on one shoulder and a gun on the other.","A man passed by us, carrying an axe on one shoulder, a gun on the other.",,,
21,21,Violet,22,"მიადგა ერთს მშვენიერს ტოტგადართხმულს წიფელს, დაუშინა ცული და წააქცია.","He approached a magnificent beech with its branches spread all around, laid into it with the axe and brought it tumbling down.","He approached one of the beautiful branched beech trees, threatened with an ax and felled it.","He approached a beautiful beech tree with intertwined branches, pointed an ax at it and felled it.","He approached a beautiful beech with outstretched branches, struck it with the axe, and felled it.",,,
22,21,Violet,23,"საბრალო, როდესაც წაიქცა, დაიკვნესა.",The pitiable thing let out a moan as it fell.,Sabralo groaned when he fell.,"Poor thing, when it fell, it groaned.","Poor tree, when it fell, it groaned.",,,
23,21,Violet,24,"ჩვენს იქით გუგულისკაბა ამოსულიყო და ჯერ ხმელს, ჩამოსულს ფოთოლს არ ამოსცილებოდა.","Beyond us a wild peony had sprung up and had not yet risen clear of the dry, fallen leaves.","A cuckoo rose up from us and did not leave a dry, fallen leaf.",A cuckoo's hood had sprung up beyond us and had not yet removed the fallen leaves from the ground.,"Nearby, a wild strawberry plant had emerged and was clinging to the fallen leaves.",,,
24,21,Violet,25,"როდესაც ხე წაიქცა, გადიყრეინა ზევიდამ ფოთლები და წითლად გამობჭყვინდა, ცრემლები დასხმოდა ჩაღრმავებულს გულში.","When the tree crashed down, the peony shook off her covering of leaves and shone forth in a blaze of red — her heart sank, and tears welled up in it.","When the tree fell, Zevida threw leaves and blushed red, tears welling up in her heart.","When the tree fell, it scattered leaves from above and turned red, tears flowed into its sunken heart.","When the tree fell, its leaves scattered and shone red, tears poured into its hollowed-out heart.",,,
25,21,Violet,26,შუადღის დროს დაღალულ-დაქანცული ქედანი მოვიდა და დაჯდა ჩვენს წინ თელის ტოტზე და დაიწყო ღუღუნი.,"At midday a tired and exhausted pigeon came, perched in front of us on an elm-branch and began to coo.","In the afternoon, a tired and exhausted kedan came and sat in front of us on the elm branch and started humming.","At noon, a tired and exhausted deer came and sat on a branch of an elder tree in front of us and started to hum.","At noon, a weary dove came and perched on an alder branch in front of us and began to coo.",,,
26,21,Violet,27,"უხაროდა იმასაც გაზაფხულის მოსვლა და ის, რომ მშვიდობით ნახა კიდევ ნაცნობი ადგილი.",It also rejoiced in the coming of spring and in the fact that once more it saw a familiar location where all was at peace.,He was also happy about the coming of spring and seeing a familiar place again.,He was also happy with the arrival of spring and that he saw the familiar place again in peace.,It too was happy about the arrival of spring and the peaceful return to its familiar place.,,,
27,21,Violet,28,"უცებ თოფი გავარდა, ქედანმა ხმა გაკმინდა, ჯერ ფეხით ჩამოეკიდა ტოტზე, მემრე ძირს ჩამოვარდა, ჩემს წინ დაეცა.","Suddenly, a gun went off; the pigeon ceased cooing, for a moment held on to the branch with one foot then fell to the ground landing in front of me.","Suddenly, the gun went out, Kedan lost his voice, first he hung on a branch by his foot, then he fell to the ground, he fell in front of me.","Suddenly the gun went off, the deer's voice died down, first it hung on the branch with its foot, then it fell down, it fell in front of me.","Suddenly, a gunshot rang out, the dove fell silent, first hanging by its feet on the branch, then dropping to the ground in front of me.",,,
28,21,Violet,29,სისხლი წამოუვიდა ნისკარტიდამ და თვალები დახუჭა; გადმონადენი სისხლი წვეთ-წვეთად დაეტყო ფოთლებზე.,"Blood trickled from its beak, and it closed it eyes; the blood which had spilled out settled in spots on the leaves.",His nose began to bleed and he closed his eyes; The spilled blood fell drop by drop on the leaves.,Blood came out of his nose and he closed his eyes; The spilled blood dripped on the leaves.,"Blood flowed from its beak, and it closed its eyes; the spilled blood stained the leaves drop by drop.",,,
29,21,Violet,30,მე და სასუტელას კანკალი მოგვივიდა…,This sent a shiver through me and the foxglove…,Sasutela and I got shivers...,Me and Sasutela shivered...,My friend and I shivered...,,,
30,21,Violet,31,"მე გარკვევით არაფერი მესმის, მხოლოდ რაღაც ბუბუნი, გრიალი, ბუნდი ჟრიამული მოდის ჩემამდის.","I hear nothing distinctly now; only some kind of heaving, rumbling and dull hullaballoo is all that I perceive…","I can't hear anything clearly, only some bubbling, gurgling, muffled noise coming from my chest.","I don't understand anything clearly, only some buzzing, rumbling, dim rustling comes to me.","I hear nothing clearly, only a murmur, a rumble, a dim clamor reaches me.",,,
31,21,Violet,32,"ვაჰმე, რა საბრალო არი ია, მოსული მთაზედა!","Alas, how wretched is the violet, sprung to life on the mountain-side!","Wow, what a shame Yes, come to the mountain!","Oh, what a pity Violet, who came to the mountain!","Alas, how pitiful is the violet that came to the mountain!",,,
32,21,Violet,33,"ბეჩავს დააზრობს სიცივე, ან ელვას დაჰკრავს თავზედა;","Poor thing, she is frozen by the cold and struck about the head by lightning.","Bechav will feel the cold, or he will tie a zipper on his head;","The poor thing will be frozen by the cold, Or lightning will strike him on the head;","The cold will harm the poor thing, or lightning will strike it on the head;",,,
33,21,Violet,34,"ღმერთს მიუცია საწყლისად მოკლე სიცოცხლის ჟამია,",God has given to the wretch a short period of life;,God gave it as water life is short.,"God has given the poor thing A short life,",God has given it a short lifespan.,,,
34,21,Violet,35,ქვეყნისა მისგან შვენება ერთი ბეჩავი წამია.,the adornment she brings to the world is but a pitiful moment long.,The beauty of the country is from him It's one hundred seconds.,The decoration of the earth from it One poor moment.,Its adornment of the world is but a fleeting moment.,,,
35,21,Violet,36,"ია დაიწყებს კდომასა, დაიქვითინებს: „ვაჰმეო!","When the violet’s death approached, she sobs out: “Alas!","Ia will start kissing He will say: ""Wahmeo!","The violet will start to wither, He will cry: ""Woe is me!","The violet begins to fade, it cries out: ""Alas!",,,
36,21,Violet,37,"თუ გამაჩინე, უფალო, დიდი დღე რად არ მამეო?!“","Lord, if thou bestowed life on me, why didst thou not grant me a long one?”","If you gave birth to me, Lord, Why not have a great day, father?!","If you gave birth to me, Lord, Why didn't you give me a long day?!""","If you created me, Lord, why not give me a long life?""",,,
37,22,The Withered Beech,1,"ყველას და, მათ შორის მეც, მიყვარს მაღალი, მწვანით, ყვავილებით მორთული მთა; გაზაფხულის სუნი, ახლად ამომავალი ბალახი, ახლად დამდნარის ყინულისათვის რომ უჯობნია, უცოდველად, უვნებლად ამოუჩენია თავი და შეჰყურებს მზეს, ქვეყანას, იჩქმალება, ინაბება, მაგრამ ნაზს, მიბნედილს სახეზე გამოუთქმელი ტრფიალება გადაჰფენია:","Everyone, including me, adores the lofty mountain, bedecked with greenery and flowers; the smell of spring, the newly risen grass which, having got the better of the recently melted ice, has sprung up stain-free and unharmed and which now gazes upon the sun and the world; it conceals itself and holds its breath in silence, though across its gentle, tender face is spread an indescribable vision of love.","Everyone, including me, loves a high mountain decorated with greenery and flowers; The smell of spring, the newly growing grass, as if it is not suitable for the newly melted ice, has innocently, harmlessly raised its head and looks at the sun, the country, is sleeping, sleeping, but the tender, darkened face is covered with an inexpressible sadness.","Everyone, including me, loves a tall mountain adorned with greenery and flowers; the smell of spring, the newly sprouted grass, which is better than the newly melted ice, has appeared innocently, harmlessly and looks at the sun, the earth, it is in a hurry, it is waving, but an inexpressible love is spread over its delicate, confused face.","I, like everyone else, love high mountains adorned with green and flowers; the scent of spring, the newly sprouting grass that emerges innocently and harmlessly, triumphing over the recently melted ice, gazing at the sun and the world, shrinking and becoming quiet, yet spreading an indescribable affection on its delicate face.",,,
38,22,The Withered Beech,2,"გავცოცხლდი, მადლი ჩემს გამჩენსაო,თითქოს დუდუნებს.","“I am alive again, by the grace of God, my Creator!” it seems to murmur.","I have come to life, give me grace, as if humming.","I came to life, thank you to my creator, it seems to be murmuring.","“I have come to life, thanks to my Creator,” it seems to murmur.",,,
39,22,The Withered Beech,3,"საამურია, გაყინული ხეები გაზაფხულის სითბოთი ზოგნი რომ გაიფოთლებიან და სხვანი აყვავდებიან.","What a pleasure it is — the frost on the trees yields to the warmth of spring: some are coming into leaf, others bursting into blossom.",It is amazing that some of the frozen trees will turn their leaves and others will bloom with the warmth of spring.,It is lovely when the frozen trees are covered with leaves and others bloom with the warmth of spring.,It is delightful when the frozen trees in the warmth of spring leaf out and others bloom.,,,
40,22,The Withered Beech,4,"მიბუნდებულს, უღრანს, ბნელს, დაბურულს ტყეს ხომ რა შეედრება!..","Nothing can compare with the misty, dense, dark, shrouded forest…","What can be compared to the obscure, dense, dark, misty forest!..","What can compare to a dim, dense, dark, misty forest!..","What can compare to the misty, dense, dark, and overgrown forest!",,,
41,22,The Withered Beech,5,მაგრამ ამჟამად ყველაფერი მავიწყდება და თვალწინ მიდგება მხოლოდ ერთი ხმელი წიფელი.,"But at this moment I forget everything; in front of my eyes there stands only a single, withered beech.",But now I forget everything and only one dry beech comes before my eyes.,But at this moment I forget everything and only one dry beech tree appears in front of my eyes.,But now I forget everything and see only one dry beech tree before my eyes.,,,
42,22,The Withered Beech,6,"ისიც უღრანს ტყეში დგას, ერთის კლდის თავზედ.",It too is standing in the dense forest at the head of a crag.,"It also stands in a dense forest, on top of a rock.","It also stands in a dense forest, on top of a rock.","It stands in the dense forest, on the top of a cliff.",,,
43,22,The Withered Beech,7,ამ კლდესაც ხავერდივით მწვანე ხავსი გადაჰკვრია.,And this crag is covered with a green velvet-like moss.,This rock was also covered with green moss like velvet.,This rock is also covered with green moss like velvet.,This cliff is covered with velvet-like green moss.,,,
44,22,The Withered Beech,8,"ხმელს წიფელს სხვა ხეები შორს უდგანან, თითქოს განგებ გაჰშორებიან და ამაყად დასჩერებიან თავზე.","The other trees stand at a distance from the withered beech, as though purposefully distancing themselves from it and haughtily looking down their noses at it.","Other trees stand far away from the dry beech, as if they are separated from the Ganges and stand proudly on top.","Other trees stand far away from the dry beech, as if they are deliberately separated and proudly stop on their heads.","Other trees stand far from the dry beech, as if deliberately distancing themselves and proudly looking down on it.",,,
45,22,The Withered Beech,9,"ხმელის წიფლის ახლო რამდენიმე ჟოლის ფეხია მოსული, შველისა და ირმის ნაკვნეტის ფოთლებით.","Nearby the withered beech have grown up a few clumps of raspberry, their leaves nibbled by roe and buck.","Close to a dry beech tree, a few crimson legs have come, with leaves of roe deer and deer's bite.","Near the dry beech, several raspberry legs have come, with leaves eaten by deer and deer.","Near the dry beech, a few raspberry bushes have grown, with leaves nibbled by deer and elk.",,,
46,22,The Withered Beech,10,"ისინი გადმოძაბულან და გადმოსცქერიან დაბლა მდინარეს, მის ფესვებში რამდენიმე ფეხი ძირტკბილა მოდის, ზამთარ-ზაფხულ მწვანე, დაკბილულფოთლებიანი, ხმელს წიფელს წასვლია სიცოცხლის ნიშანწყალი:","They have extended themselves and peer down into the river, whilst within its roots some liquorice-plants are growing, evergreen throughout both winter and summer, their leaves indented. All trace of life has drained from the withered beech;","They strain and spill down the river, licorice grows several feet in its roots, green in winter and summer, with jagged leaves, the sign of life has gone from the dry beech:","They are strained and look down at the river, several sweet roots come at its roots, green in winter and summer, with serrated leaves, the dry beech has lost its sign of life.","They lean out and peer down at the river, at its roots, a few licorice plants grow, green all year round with serrated leaves, showing signs of life on the dry beech.",,,
47,22,The Withered Beech,11,"სამი ტოტიღა შერჩენია შუა წელს ქვევით, ზედა ტანი მოტეხილია და ხევში ჩაჩხატულა, გახიდულა.","a mere three branches are left in the centre beneath its waist — its upper portion has broken off and plunged down the ravine, coming to rest like an improvised bridge.","only three branches are left in the middle of the year downwards, the upper body is broken and crumpled and opened in the ravine.","Only three branches remain below the middle waist, the upper body is broken and stuck in the ravine, withered.","Only three branches remain, with the upper trunk broken off and fallen into the ravine.",,,
48,22,The Withered Beech,12,"ამ სამს ტოტში წელიწადში მარტო ერთს გამოუვა ხოლმე სამი თუ ოთხი ფოთოლი, ისიც ფერწასული, დამჭკნარი, გაყვითლებული.","Each year only three or four leaves sprout on these three branches, and they are pale, desiccated and yellowed.","Out of these three branches, only one of them grows three or four leaves in a year, and they are also discolored, wrinkled, and yellow.","In these three branches, only three or four leaves will come out once a year, and they are also discolored, withered, yellowed.","On these three branches, only three or four leaves sprout each year, pale, withered, and yellowed.",,,
49,22,The Withered Beech,13,"სხვა ხეებს კი, რომ უყუროთ, დატვირთულნი დგანან ბუნების მინიჭებულის სარჩოთი.","But if you were to look at the other trees, you would see that they stand weighed down with the nourishment that Nature has endowed.","And the other trees, if you look, stand laden with the sustenance of nature's gift.","And if you look at other trees, they stand loaded with the sustenance given by nature.","The other trees, if you look at them, stand laden with nature’s bounty.",,,
50,22,The Withered Beech,14,"არაფრად აგდებენ ხმელს წიფელს, ყურადღებას არ აქცევენ, მხოლოდ ზამთრობით, როცა თითონაც შემოეძარცვებათ ხოლმე საპატარძლო ტანისამოსი და, ცოტად თუ ბევრად დაუახლოვდებიან ხმელს წიფელს, მაშინ თუ შეაცქერდებიან, ისიც გაკვრით…","They count the withered beech a mere nothing and pay it no attention. Only in winter-time when they themselves ares stripped of their wedding-garb and more or less approach a dried up state, coming themselves to resemble the withered beech, only then might they snatch a glance at it (and that obliquely)…","They don't throw the dry beech for nothing, they don't pay attention, only in winter, when they sometimes steal their wedding clothes and, if they get a little or a lot closer to the dry beech, then if they get too hot, they will also be killed...","They don't care about the dry beech, they don't pay attention, only in winter, when they themselves are robbed of their wedding dress, and, to a greater or lesser extent, they get closer to the dry beech, then they will look at it, even furtively...","They pay no heed to the dry beech, ignore it, only in winter, when they too shed their bridal garments, and, somewhat closer to the dry beech, do they glance at it, and that only fleetingly…",,,
51,22,The Withered Beech,15,"ეს მოხდება სწორედ მაშინ, როდესაც პირბადრი, სახენათელი, თმაგაშლილი „ადგილის დედა“ ბუნების სანუგეშოდ სიყვარულზე, სიწმინდეზე და სიცოცხლეზე ზღაპარს უამბობს.","This occurs just at the moment when the full-faced ‘Mother Goddess’ of the place with her shining visage and flowing locks relates them a tale of love, purity and life by way of a consolation for the realm of Nature.","This will happen exactly when the fair-faced, bright-faced, hairless ""mother of the place"" of nature He tells a tale about love, purity and life as a consolation.","This will happen right when the bare-faced, hair-disheveled ""mother of the place"" tells a fairy tale about love, purity and life to comfort nature.","This happens exactly when the “Mother of the Place,” with a clear face and flowing hair, tells a tale about love, purity, and life to comfort nature.",,,
52,22,The Withered Beech,16,"მაშინ შეუბუზღუნებენ ხმელს წიფელს: „რას გაშტერებულხარ, საწყალო? ყური დაუგდე, რას ამბობსო!“.","Then it is that they jibe the withered beech: “Why are you staring, wretch?! Listen to what Mother is saying!”","Then they scold the dry beech tree: ""What are you angry about, poor thing? Listen to what he is saying!"".","Then they will grumble at the dry beech: ""What are you staring at, poor thing? Listen to what he says!""","Then they murmur to the dry beech: “Why are you standing so still, poor thing? Listen to what she is saying!”",,,
53,22,The Withered Beech,17,"ხმელი წიფელი ამოიკვნესებს ღრმა კვნესით და არც ავად, არც კარგად ყურს არ ათხოვებს ამ ამაყ მცენარეთ, მაგრამ „ადგილის დედის“ ზღაპარს კი ყურს უგდებს; თითოეული მისი სიტყვა ლახვარივით გულზე ესობა და უჩუმრად ცრემლსა ჰღვრის.","The withered beech breathes a deep sigh and, with neither bad nor good grace, refuses to listen to these conceited plants but lends both ears to the tale of the local deity; each of her words pierces its heart like a spear as it quietly pours forth a torrent of tears.","The dry beech sighs with a deep sigh, and neither ill nor well listens to this proud plant, but it listens to the tale of the ""mother of the place""; Each of his words falls on my heart like a blessing and silently sheds tears.","The dry beech groans with a deep groan and does not listen to these proud plants, neither well nor badly, but it listens to the fairy tale of the ""mother of the place""; Each of his words falls on his heart like a plow and silently sheds tears.","The dry beech groans deeply and neither good nor bad listens to the proud plants, but the “Mother of the Place's” tale it listens to; each of her words strikes its heart like a dagger, silently shedding tears.",,,
54,22,The Withered Beech,18,საბრალო წიფელი!,Pitiable beech!,Poor beech!,Poor beech!,Poor beech!,,,
