ID,Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking,n_emotions
1.24524e+18,fam i was fr crying allllll day yesterday get piped today n now i feel unstoppable  no depression at all  finna cure corona virus real quick,1,0,0,0,0,1,0,0,0,0,2
1.24515e+18,you are a fat flabby pig and enemy of the american people  also  democrats caused the coronavirus to spread,0,0,0,0,0,0,1,0,0,0,1
1.24523e+18,china has given trade contracts worth billions to corona to kill people around the world,0,0,0,0,1,0,0,1,0,0,1
1.24517e+18,something about the number of commercials that have been pumped out with coronavirus related selling points seems    mehhhhh,0,0,0,0,0,0,0,1,0,0,0
1.24519e+18,real time training for coronavirus free online courses from who experts ,0,1,0,0,0,0,0,0,0,0,1
1.24514e+18,can we please cancel the year 2020 and get a new year    this year is defective  coronavirus coronavirus,0,0,0,0,0,0,1,0,0,1,2
1.24524e+18,you called this shit first   let corona take us all,0,0,0,1,0,0,1,0,0,0,2
1.24515e+18,well  the andrew christian order i placed back on day 2 of the local corona hijinks came in today    ,1,1,0,0,0,0,0,0,0,1,3
1.24515e+18,no cap but i am emotionally fucking traumatized by this fucking corona shit like,0,0,0,1,1,0,1,0,0,0,3
1.24521e+18,still waiting on the govt to come out and say april fool s on this corona virus bs ,1,0,0,0,0,0,0,0,0,1,2
1.24522e+18,first person i see saying i tested positive for the coronavirus as an april fool s joke is getting drop kicked ,0,0,0,0,0,1,1,0,0,1,3
1.24519e+18,my mom accused me of having corona because my eyes were really red ummm no karen i was crying cause i cant stand being in this house,0,0,0,0,0,1,1,0,0,1,3
1.2452e+18,so far this coronavirus quarantine has taught me that antisocial  introvert i dont need nobody twitters are the biggest liars   ,0,0,0,0,0,1,1,0,0,1,3
1.24514e+18,our crack coronavirus management team now plans to lose 100k 240k americans due to incompetence ,0,0,0,0,0,0,1,0,0,0,1
1.24518e+18,coming up on the next exciting episode of white house corona virus task force   ,0,0,0,0,0,0,0,0,0,1,1
1.24518e+18,how come ppl overstay on tourist visa and spread terror and corona  where is law,0,0,0,0,0,0,1,0,0,1,2
1.24523e+18,please bring back allamerican whenever this corona over im begging you,0,0,0,0,0,0,0,0,0,1,1
1.24521e+18,yeah so my momma told me my medical history   corona lml sorry for talkin shit please stay away,0,0,0,0,1,0,0,0,0,1,2
1.24514e+18,if youre thinking about doing a coronavirus joke for april fools dont be a fucking idiot   ,0,0,0,0,0,0,1,0,0,1,2
1.24516e+18,hope you all are staying safe during this dreadful period    we will fight this together  coronavirus coronavirus coronavirus,1,0,1,0,0,0,0,0,0,0,2
1.24522e+18,2 361 people were holed up in the delhi markaz  each and every one of them is a coronavirus suspect ,0,0,0,0,0,0,0,0,1,0,1
1.24515e+18,democracy at risk in india   using coronavirus as excuse the govt seeks to control freedom of the press ,0,0,0,0,1,0,1,0,0,0,2
1.24523e+18,i wanna hear the whole album live  please coronavirus go away soon,0,0,0,0,0,1,0,0,0,1,2
1.24514e+18,rehumanization on a global scale is happening during this coronavirus crisis  thanks for this insight ,0,1,0,0,0,0,0,0,0,0,1
1.24523e+18,only 12 per cent of death certificates have shown a direct causality from coronavirus,1,0,0,0,0,0,0,0,1,0,2
1.24519e+18,i wouldve reacted worse tbh i aint trying to catch corona,0,0,0,1,0,0,0,0,0,1,2
1.24514e+18,my mom just told me that they tested someone they tested for corona at her work came back positive,0,0,0,0,1,1,0,0,0,0,2
1.24521e+18,corona        ultimate joint venture by china   pakistan      to destroy d world  ,0,0,0,0,0,0,0,1,0,1,1
1.24523e+18,by the time shit corona shit over my tat on my finger gone be faded from me washing my hands so much,0,0,0,0,0,1,0,0,0,1,2
1.24519e+18,i would love to see how mom is doing in hospital  while realizing the reasons why thats impossible  coronavirus,0,1,0,0,0,1,0,0,0,1,3
1.24519e+18,how cavalier politicians can be with people s property in the unfettered competition for the credit for saving their lives  coronavirus,0,0,0,0,0,0,1,0,0,0,1
1.24522e+18,unpopular and insensitive thought    corona and quarantine is a marketing campaign by ott platforms     ,0,0,0,0,0,0,0,1,0,0,0
1.24516e+18,people  2020 is going to be my year  its gonna be amazing    corona  not if i have anything to do with it,1,0,0,0,0,0,0,0,0,1,2
1.24514e+18,there is also bc  before corona  and ac  which i hope to see someday ,1,0,0,0,0,0,0,0,0,0,1
1.24516e+18,tomorrow is april fools day  yall better not be joking around about having the coronavirus because it isnt funny ,0,0,0,0,0,0,1,0,0,0,1
1.24517e+18,is important to us avoid a lot of death due to coronavirus 19  people there think that coronavirus is a little thing,0,0,0,0,1,1,0,0,0,0,2
1.24786e+18,updates on coronavirus   coronavirus  preparations resources from our rural capital area community partners ,0,0,0,0,0,0,0,0,1,0,1
1.24515e+18,you should make your own food  if they are forgetting fries they prob got the corona,0,0,0,1,0,0,0,0,0,1,2
1.24518e+18,jumiaheroes good morning kenyans  which precautions are you taking to prevent the spread of corona virus ,1,0,0,0,1,0,0,0,0,0,2
1.24524e+18,i am 100  positive that someone is spreading the novel coronavirus on purpose  if huge outbreaks in usa  i will believe it is natural  ,0,0,0,0,0,0,1,1,0,0,1
1.24519e+18,alright miss corona  im playing bar music in my room and grinding on air  time to ease up  hope all is well  sincerely  me,1,0,0,0,0,0,0,0,0,1,2
1.2452e+18,i dont think anyone should hesitate now to call it the chinese virus  coronavirus coronacoronavirus,0,0,0,0,0,0,1,0,0,1,2
1.24519e+18,due to corona  we officially have three days of the week 1  yesterday 2  today 3  tomorrow quarantine life,0,0,0,0,0,1,0,0,0,1,2
1.24514e+18,coronavirus 19 usa  much worse than it needs to be  branding,0,0,0,1,0,1,0,0,0,0,2
1.24522e+18,the more the corona virus spreads the more i worry knowing i have such a weak immune system,0,0,0,0,1,1,0,0,0,0,2
1.24514e+18,outage info  38060 and the app wont even let me log in  is this a nation wide outage    coronavirus,0,0,0,0,0,0,1,0,0,0,1
1.24785e+18,whats tn govt account details   to which i can donate for corona crisis ,1,0,0,0,0,0,0,0,0,0,1
1.24518e+18,if soap kills the coronavirus we should start eating again ddt 8,0,0,0,0,0,0,0,0,0,1,1
1.24521e+18,coronavirus china originated virus in december 2019 muslims is spreader    coronavirus muslims delhimarkaj,0,0,0,1,0,0,0,0,0,0,1
1.24521e+18,whoever makes they found a coronavirus 19 coronavirus cure april fools jokes tomorrow  just know  your moms a ho,0,0,0,0,0,0,1,0,0,1,2
1.24523e+18,on some real theory sht   we gonna have another big baby boom after this coronavirus go away,0,0,0,0,0,0,0,0,0,1,1
1.24521e+18,did yall tell the amish its a coronavirus going on  yall know they dont have electricity,0,0,0,0,0,0,0,0,0,1,1
1.24523e+18,im not trying to slut shame  but corona virus is only 19 and her body count is too high  like calm down sis ,0,0,0,0,0,1,0,0,0,1,2
1.24523e+18,imma need coronavirus to fuck outta here by june im trying to see a duck,0,0,0,0,0,0,1,0,0,1,2
1.24523e+18,when you waiting for a reply and it lights up      but it is just your mom sending a chain message about corona,0,0,0,0,0,1,1,0,0,0,2
1.24516e+18,this 1200 check from the government is a scam  watch our 2020 tax return gets cut  coronavirus altaf,0,0,0,0,0,0,1,0,0,0,1
1.24518e+18,i wonder how many high school relationships will last all of corona break ,0,0,0,0,0,0,0,0,0,1,1
1.24514e+18,how is it china has less coronavirus cases than the usa something dont add up thefinal5,0,0,0,0,0,0,0,1,0,0,0
1.24515e+18,hey   its all me  just dont go   meet me when corona goes,1,0,0,0,0,0,0,0,0,1,2
1.24989e+18,so 30 new corona positives in just one day in my city  good governance of congress sabko shamshan pahuchayegi,0,1,0,0,0,0,1,0,0,0,2
1.24525e+18,let satanic forces flee from the regions of silvia patricia and familia    james 4 7 coronavirus,1,0,1,0,1,0,0,0,0,0,3
1.24517e+18,someone tell me the corona virus is all an april fools joke please  i wanna go outside,1,0,0,0,1,1,0,0,0,0,3
1.24515e+18,us pension funds may pour 400 billion into the stock market hit by coronavirus coronavirus 19  jp morgan and reuters ,0,0,0,0,0,0,0,0,1,0,1
1.2452e+18,what is the best way to make money off poor people dying from corona,0,0,0,1,1,0,0,0,0,1,3
1.24524e+18,april fools day is cancelled because our president called corona a hoax and dismissed it,0,0,0,0,0,0,0,0,0,1,1
1.24514e+18,lol     happy new month bro quickly sending me something before coronavirus wipe april fool finally 0124152280 gtbank,0,0,0,0,0,0,0,0,0,1,1
1.24514e+18,god bless  i wish you safe recovery and i hope your family is ok  coronavirus 19,0,0,1,0,0,0,0,0,0,0,1
1.24517e+18,and for my people back in northcarolina  here s your daily dose of coronavirus news and data,1,0,0,0,0,1,0,0,1,1,4
1.24517e+18,this corona virus didnt give me the chance to enjoy yhlqmdlg in a club,0,0,0,0,0,1,1,0,0,0,2
1.24517e+18,coronavirus really flipped my life upside down but im trying to stay positive,1,0,0,0,0,1,0,0,0,0,2
1.24523e+18,elysium fire was a poor reading choice for now   exponentially growing deaths coronavirus scifi exponentialcurves,0,0,0,1,0,1,0,0,1,0,3
1.24525e+18,surely lots to learn from why italy and spain are getting it so wrong  they account for nearly half of the world deaths  coronavirus,0,0,0,0,0,1,1,0,0,0,2
1.24518e+18,expose this corrupt system that leaves 99  of the population in 3rd world conditions  coronavirus,0,0,0,0,0,0,1,0,0,0,1
1.24523e+18,gud morning stay at home stay safe  god shall fight for us in this country over dis virus call coronavirus  in jesus name amen ,1,0,1,0,0,0,0,0,0,0,2
1.24521e+18,im holding out hope that we all wake up tomorrow and the coronavirus was a big april fools joke and everything is back to normal ,1,0,0,0,0,0,0,0,0,0,1
1.24785e+18,lets play a game of  who gets the most spam and fake news about corona shared by their relatives ,0,0,0,0,0,0,0,0,0,1,1
1.24515e+18,the coronavirus needs to disappear bcs my parents need to go back to work so i do not have to here blasting all damn day ,0,0,0,0,0,0,1,0,0,0,1
1.24785e+18,good thing i bought pakas birthday present before this whole corona virus shit,1,0,0,0,0,0,0,0,0,1,2
